name	type	x	y	z
S1	source	35.9443576203376	183.306712480839	73.7669482462311
S2	source	38.2991023168731	181.382695831805	91.3922874415442
S3	source	42.7802027916205	178.471839638312	108.780751629539
S4	source	50.1895714728985	174.696128178878	124.459270638415
S5	source	27.2024179342014	166.800848446946	72.8954931273981
S6	source	28.8966102443321	165.279029623451	91.0602080679524
S7	source	33.5419246490761	162.592439844881	108.66085016284
S8	source	40.772699086292	158.509822393146	125.184447494131
S9	source	21.9107045846911	149.326053915921	71.6953876774244
S10	source	21.9126386816559	148.195642153492	90.1286533487992
S11	source	25.7821391682478	146.051271122802	107.942146699568
S12	source	32.9770457173735	142.362696644744	124.673844532889
S13	source	17.8446137461072	131.488041427909	70.3344663491798
S14	source	17.7815506885173	130.349979478445	88.7466360478628
S15	source	20.3332825739256	128.580173615705	106.88221786109
S16	source	25.9685450780066	126.038518733252	124.137994650229
S17	source	14.7651514250543	113.014763028388	69.0125271051691
S18	source	14.8853995321987	112.108537412192	87.6573275578322
S19	source	16.6912884173498	110.537991451207	105.668289942383
S20	source	20.862890345628	109.034547474948	123.511611118561
S21	source	16.4963748762889	94.1459355048681	67.4401807764381
S22	source	16.5017181849718	93.4309952751026	85.9765629953915
S23	source	17.978902741603	92.2547743134186	104.052353927041
S24	source	22.9442695684896	91.451868663982	121.849219292237
S25	source	20.3077098578689	73.4799352520106	65.9542716358831
S26	source	19.7001034815802	75.6899912848185	84.5951134481303
S27	source	20.5558397463786	74.4544163804533	102.501303117782
S28	source	27.9012332322065	74.4002784776518	119.928519214499
S29	source	30.4309259642742	59.2471474653556	47.4010628255126
S30	source	28.2061788962186	55.4871230677435	64.8618092959578
S31	source	28.6416516572986	54.9265706409105	82.8868557159159
S32	source	28.6470724607117	57.0646647692121	101.4625107864
S33	source	41.0905378917459	43.5381069069829	45.773928225068
S34	source	39.6308090845487	39.8691894601551	63.9861098833532
S35	source	39.9845575407147	39.7193898143054	82.1395698128544
S36	source	40.0461839048619	41.6469565154373	100.189527520394
S37	source	55.4157284004614	32.1933317473397	44.6008631981164
S38	source	55.0243545285663	30.106036170469	62.7715182027701
S39	source	55.6286761403804	29.7024297091021	80.9766110279611
S40	source	57.589160746959	32.3150557523477	99.4553657963214
S41	source	71.6579091660416	24.0509767082973	43.8036933942602
S42	source	71.5137121877108	21.6697824810952	62.1646295868419
S43	source	72.1655615035606	22.0550432832122	80.306880545094
S44	source	73.887434502279	25.3613613353228	98.5203564723858
S45	source	89.7012200302602	20.2428977699514	43.383644647077
S46	source	89.7890926422086	18.1583967818877	61.4225567984421
S47	source	90.1439425227875	18.4757788916231	79.5475455010936
S48	source	90.6805401455322	21.3767587691885	97.9650885761774
S49	source	107.856108462676	20.3164876901156	43.7176625167253
S50	source	109.642605729405	16.2805268624528	61.4226094693124
